id	wolof	arabic	french_source	source_dataset	source_type
wo-ar-0311	kenn dimbaliwu leen ci seen wàllu njàng.	ولم يدعمهم أحد في دراستهم.	Les niveaux intermédiaires, laissés à eux-mêmes, ont été sacrifiés sans accompagnement pédagogique efficace.	mafand	Senegalese News (MAFAND)
wo-ar-0163	Jëwriñ ji gàlloo koom-koom beek koppar yi, Abdulaay Daawuda Jàllo ak njiitu Bànkub Àdduna bi te mu yor doxalinu xew-xew yi ci aju, Nathan Belete jàll nañu, àjjuma, ci xaatimu ñaari déggoo yu toll ci (150) milyoŋi ci xaalisu Seefaa, ngir ñu mën a fay ñaari naal yu jëm ci xëyu ndaw ñi, ak ay xeex yu jëm ci mbënd mi.	وقّع وزير الاقتصاد و المالية، عبد الله داوود ديالو، ومدير عمليات البنك الدولي، ناثان بيليت، يوم الجمعة، اتفاقيتين بمبلغ إجمالي قدره (150) مليون سيفا لتمويل مشروعين مرتبطين بتوظيف الشباب ومكافحة الفيضانات.	Le ministre des Finances et du Budget, Abdoulaye Daouda Diallo, et le directeur des opérations de la Banque Mondiale (BM) au Sénégal, Nathan Belete, ont procédé, vendredi, à la signature de deux accords portant sur un montant de 150 millions de francs CFA destinés à financer deux projets liés à l’emploi des jeunes et à la lutte contre les inondations.	mafand	Senegalese News (MAFAND)
wo-ar-0846	Pep teg na ñaari juróom-ñeent (9) ak benn juróom-benn (6).	أدخل بيب شخصين من رقم 9 وواحد من رقم 6.	Pep est revenu à la raison après avoir encaissé le but, il a mis deux 9 et un 6.	mafand	Senegalese News (MAFAND)
wo-ar-0536	Loolu moo tax, ma topp ci say wax,	ولهذا السبب أخذت بكلمتك،	C’est pourquoi, vous prenant au mot, je vous interpelle sur la situation fiscale de l’Assemblée Nationale.	mafand	Senegalese News (MAFAND)
wo-ar-0670	Bi mu gisee doomam ju góor sonn ndax mar, dafa jubal ca tundu doj wa gën a jege Safaa, ginnaaw gi mu dem ba ca xur wa kenn dëkkul, mujje dëpp jëm Marwa.	لما رأت ابنها يعاني من العطش توجهت إلى أقرب جبل، وهو الصفا، ثم إلى الوادي المهجور، ثم عادت إلى المروة.	Quand elle vit son fils souffrir de soif, elle se dirigea vers la montagne la plus proche as-Safa puis jusqu’à la vallée où elle ne vit personne, puis retourna vers al Marwa.	mafand	Senegalese News (MAFAND)
wo-ar-0630	Saytoom bu bon bii dalul xelu saasenegaal yi jàpp ne, yorinu ndimbalu lu dundu gi jubul.	إن إدارته السيئة لا تطمئن بال السنغاليين الذين يعتقدون أن إدارة المساعدات الغذائية غير نزيهة.	Ce lugubre bilan ne fait que réconforter les sénégalais dans leurs suspicions sur la gestion peu orthodoxe de l’aide alimentaire.	mafand	Senegalese News (MAFAND)
wo-ar-0189	Kenn warul a yaakaar ne weesu na ci moom ngir mu def lu baax, mu soppeeku teguwaat ciw yoon.	لا ينبغي لأحد أن يقول إن الأوان قد فات لفعل الصواب، وإنه لم يعد بإمكانه العودة إلى المسار الصحيح.	Personne ne doit dire qu’il est tard pour bien faire, que vous ne pouvez plus reprendre le gouvernail et redresser la barre.	mafand	Senegalese News (MAFAND)
wo-ar-0820	Ginnaaw bi mu tëjee ay wujjam, salfaañe càmpeefi réew mi, njiitu réew mi xaarul woon yënguteg ñoñi Usmaan Sónko yi.	بعد أن اعتقل معارضيه، وانتهك دستور البلاد، لم يتوقع الرئيس هذه الخطوة من حلفاء عثمان سونكو.	Après avoir embastillé ses principaux adversaires, tripatouillé la Constitution, le président MACKY Sall ne s’attendait pas à cette vague rouge et verte.	mafand	Senegalese News (MAFAND)
wo-ar-0241	Xawma ndax ñun Taskati xibaar yi ak Maki Sàll kan moo ñu ci yab.	لا أعرف من لا يحترمنا، أهم الصحفيون أو ماكي سال.	Je sais pas, journalistes yi nioo niou yap wala maky sall moo niou yapp.	mafand	Senegalese News (MAFAND)
wo-ar-0240	Ci benn pàcc ba US Monastir wone nañu njàmbarte gu rëy ci joŋante yu jëkk yi, yi ci tegu ak ba ci yu mujj yi (juróomi joŋante lañu joŋante am ci juróomi ndam).	من ناحية، أظهر الاتحاد المنستيري شجاعة كبيرة في مرحلة المجموعات ثم في الدور ربع النهائي إلى النهائي (خمس مباريات، وخمسة انتصارات).	D'un côté, il y avait l'US Monastir, impériale en phase de groupes puis en quarts et en demi-finales (cinq matches, cinq victoires).	mafand	Senegalese News (MAFAND)
wo-ar-0239	Doxalin wi nga xam ne dafay fitnaal ñi nga xam ne lu leen neex def wala ñi bopp kese yitteel, dana rataxal diggante yi, te it dana tax lépp lu waay di def dana ko seet, seetaat ko.	هذا الالتزام الذي ينطوي على قمع الأشخاص الذين يتبعون غرائزهم أو أهواءهم، سيهدئ العلاقاتِ، وسيؤدي إلى سلوك عقلاني ومدروس من قبل أي شخص عند القيام بأي شيء.	Cet engagement, impliquant répression volontaire des tendances instinctives et des passions égoïstes, pacifie les rapports à autrui et fait émerger des conduites raisonnées, réfléchies, mesurées.	mafand	Senegalese News (MAFAND)
wo-ar-0423	Bo ci génne doomu Esypt ji di Muhamet Sala te mënul a bokk ci joŋante bi ngir téye raaya bi, ñett ñi ñu tànn te ñu bokk ci Mansesteer Siti (Esterliŋ, Bernardóo Silwaa ak Sersio Aguwero) ak ku Celsi (Eden Asaar)	ومع استبعاد المصري محمد صلاح الذي لن يستطيع من المشاركة والدفاع عن لقبه فإن المرشحين الثلاثة هم من مانشستر سيتي (سترلينج وبرناردو سيلفا وسيرجيو أجويرو) ومن تشيلسي (إيدن هازارد).	Exit donc l’Egyptien Mohamed Salah qui ne pourra pas défendre son titre face à ses deux coéquipiers, les trois nommés de Manchester City (Sterling, Bernardo Silva, et Sergio Aguero) et celui de Chelsea (Eden Hazard).	mafand	Senegalese News (MAFAND)
wo-ar-0427	Ñu ngi woo askan wi ci mu gën a dal ndax lawug Koronaawiris ci sunu réew, te mu wàccoo ak matuwaayi fegu yi kër doktoor yi digle.	ندعو الشعب إلى توخي المزيد من اليقظة في مواجهة انتشار فيروس كورونا على وطننا مع احترام الإجراءات الوقائية التي نصحها أطبائنا.	Nous appelons le peuple à plus de vigilance face à la propagation de la Covid19 sur notre sol et au respect des mesures barrières édictées par nos médecins.	mafand	Senegalese News (MAFAND)
wo-ar-0062	Ma-làmmiñ, xam-xamu làkk ak jokkoo.	اللسانيات؛ علوم اللغة والتواصل.		MasakhaNER	Senegalese News (MasakhaNER)
wo-ar-0020	Jot nanu neexalug lëf ci tabaski, korite, ubbite daara jàngu yi, ay tàndarma, ay kër ak njabootu norgard bu nsoa kon mën na nekk.	لقد حصلنا على جزء من مكافأة عيد الأضحى وعيد الفطر وافتتاح المدارس؛ تمرات، منازل مع عائلة norgard من nsoa لذا فهذا ممكن.	nous avons eu la prime de tabaski de korité de l'ouverture des classes des tandarmas des maisons avec la famille norgard de nsoa donc c'est possible	mafand	Senegalese News (MAFAND)
wo-ar-0831	Ci nii, kom li xewoon lu yàggul dara ci mbir yoo xam ne dafa laal ay njiiti pólótig, fexe ba askan wi ànd ak yaw dafay nekk lu mënul a ñàkk	بهذه الطريقة؛ وكما حدث مؤخرا في أمور تتعلق بشخصيات سياسية، فإن محاولة كسب الجمهور إلى جانبك تصبح أمرا لا مفر منه.	De ce point de vue, la bataille de l’opinion devient cruciale, primordiale, comme du reste ce fut le cas dans des affaires récentes impliquant des personnalités politiques du Sénégal.	mafand	Senegalese News (MAFAND)
wo-ar-0451	Soppi nguur gi ndax wane na fi mu mën a yem.	إعادة تشكيل الحكومة لأنها أظهرت محدوديتها.	Remanier l’équipe gouvernementale qui a montré ses limites.	mafand	Senegalese News (MAFAND)
wo-ar-0234	Moo tax ginnaaw ba nga tàmbaleey def ay doxantu yu ndaw ba léegi, ñoom ñépp a dugg ciy pax mel ni ay kaña.	لذلك منذ أن بدأتَ هذه الجولات القصيرة حتى الآن، اختفوا كلهم و كأنهم أشباح.	D’ailleurs depuis tu as commencé cette mini tournée, ils se sont tous enterrés dans des trous comme des rats !	mafand	Senegalese News (MAFAND)
wo-ar-0001	Ndekete, cëslaayu yokk gi dañu ko wàññi ba mu gën a tuuti, nguur gi sàkkuwu cee def dara ngir jubbanti juuti bi.	ومع ذلك، فقد تم تخفيض فائض القيمة إلى أدنى حد، دون أن تقوم الحكومة بأدنى إجراء لتصحيح الضرائب.	Or, la plus-value a été minorée, sans que l’administration ait mené la moindre action pour redresser les bases de taxation, de toute évidence fortement sous-évaluées, et sauvegarder les intérêts du Trésor public.	mafand	Senegalese News (MAFAND)
wo-ar-1007	Dañu nekk di seet daggit bi des : tàggatkat bu am jom.	نحن نبحث عن الحلقة المفقودة: مدرب شجاع.	On est à la recherche du chainon manquant : un entraineur courageux.	mafand	Senegalese News (MAFAND)
wo-ar-0235	Fi mu tollu tar-tar yi BEAC indi ci seen wàllu liggéey ak càkkuteefu ñiy liggéey ci wàllu koom dafa tax ñi bëgg a bokk gën a bari, ba noppi néewal njureef yi.	كشف مصدر طلب عدم الكشف عن هويته بسبب حالته أن التعقيد الحالي الذي جلبه BEAC في عملهم وطلبُ العمال من الوكلاء الاقتصاديين يخلقان حالة من الطلب المرتفع من أولئك الذين يرغبون في المشاركة، في مواجهة انخفاض الموارد.	Dans le même temps, la complexité des nouvelles procédures de la BEAC et le besoin urgent des agents économiques crée une situation de forte demande face à des ressources finalement plus faibles, et les commissions s’envolent , a expliqué une source qui a requis l’anonymat du fait de sa position contractuelle avec des officiels.	mafand	Senegalese News (MAFAND)
wo-ar-0835	Madagaskaar ak Móoritani ñoo jël ndam li.	مدغشقر وموريتانيا هما الفائزتان.	Madagascar et Mauritanie gagnantes.	mafand	Senegalese News (MAFAND)
wo-ar-0472	Ma ne leen, ndax xam ngeen miskin ak néew-di-doole yi nekk ci gox-goxaat yi?	قلت لهم، هل تعرفون المساكين والفقراء في البلدة؟	Je leur ai dit, …vous connaissez les mendiants et les pauvres qui se trouvent dans les contrées	mafand	Senegalese News (MAFAND)
wo-ar-0422	Taxawaayug coppiteg njëgu koppar bi nga xam ne réew yi duñu ko dogal te mu soxal EKO la njiiti réew et nguur yu Mbootaayu réewi Afirig sowu jànt ngir koom-koom bi xaatim bu ñu sukkandikoo ci Kërug tas-xibaar gii di France-Presse te mu jële ko ci yégle yi ñu siiwal bi seen waxtaan wa jeexee gaawu ca Abutsaa, ca Niseriyaa.	أفادت وكالة الأنباء الفرنسية نقلا عن بيان صدر في ختام اجتماعهم في أبوجا بنيجيريا، يوم السبت، أن نظام سعر الصرف المرن الذي لن تأذن به الدول، والمتعلق بإيكو تم الموافقة عليه من قبل رؤساء دول ومجموعة الاقتصادية لدول غرب إفريقيا	Le principe d’un régime de change flexible pour l’ECO a été formellement adopté par les chefs d’État et de gouvernement de la CEDEAO, rapporte l’Agence France-Presse, citant un communiqué publié à la fin de leur réunion, ce samedi, à Abuja, au Nigeria.	mafand	Senegalese News (MAFAND)
wo-ar-0310	Ñi nga xam ne dañu nekk ci diggante bi, kenn fullaalu leen,	أما من هم في المستويات المتوسطة فقد تُركوا لحالهم،	Les niveaux intermédiaires, laissés à eux-mêmes, ont été sacrifiés sans accompagnement pédagogique efficace.	mafand	Senegalese News (MAFAND)
wo-ar-1025	te jamono ju neegn dajee ci ëttub buur rekk, Ndawu réew mile di Usmaan Sónko, dóor na leen ba ngeen xalangu.	وفي كل مرة التقيتم في ساحة الحاكم، ضربكم النائب عثمان سونكو حتى تدحرجتم.	Le temps est juge mais pas vos sorties et à chaque fois qu’on s’est retrouvé devant sa cour, l’Honorable Député Ousmane SONKO vous a battu à plate couture.	mafand	Senegalese News (MAFAND)
wo-ar-0360	Jàpp nañu ko, daan ko,	تم القبض عليه وإدانته،	Il a été condamné mais son donneur d’ordre n’a pas été inquiété.	mafand	Senegalese News (MAFAND)
wo-ar-0415	Ndax doomu Alseeri la ni yaw.	لأنه جزائري مثلك.	Parce qu'il est algérien comme toi.	mafand	Senegalese News (MAFAND)
wo-ar-0465	Maki Sàll def na lu bari ci dëkku diine bii.	لقد قدم ماكي سال الكثير لهذه المدينة الدينية.	Macky Sall a beaucoup fait pour cette ville religieuse.	mafand	Senegalese News (MAFAND)
wo-ar-0370	Ni njàngum nasaraan mi amee kurél guy saytu lépp lu ci aju, noonu lees war a wutale daara yi tamit ag kurél guy wattu lépp lu ci aju.	فكما أن للدراسات الفرنسية هيئات تقوم بالتفتيش عليها، فلا بد من إنشاء مثل هذه الهيئات فيما يتعلق بالكتاتيب.	Ninjàngum tubaab bi amee kurél guy saytu lépp lu ci aju (inspection d’académie), noonu lees war a wutale daara yitamit ag kurél guy wattu lépp luci aju.	mafand	Senegalese News (MAFAND)
wo-ar-0743	1 – Jëfandikoog nafag réew : li jëm ci wàllu dàmpe ci loo xam ne dees koo foqatee ci nit ngir njariñal ñépp.	1 – استخدام ميزانية الدولة: ما يتعلق بالتعويض عن نزع الملكية للمصلحة العامة.	1 – Exécution budgétaire : le cas de certaines indemnisations d’expropriations pour cause d’utilité publique.	mafand	Senegalese News (MAFAND)
wo-ar-0176	Li ko waral mooy Maki Sàll lekk na téeméeri milyaar yi,	لأن ماكي سال أكل خمسمائة مليار،	Pourquoi nous n'avons pas 25 hôpitaux neufs : parce que Macky Sall a mangé ces 500 milliards et laisse l'impérialisme manger ce qui aurait du servir à doter le Sénégal et l'Afrique de structures de santé, d'éducation, de sécurité.	mafand	Senegalese News (MAFAND)
wo-ar-1172	Seet ci réew yi am ay pexe yu leen génne ci ndóol: Corée du Sud.	النظر إلى البلدان التي حصلت على استراتيجيات أخرجتها من الفقر: كوريا الجنوبية.	S’inspirer des stratégies qui ont porté leurs fruits: la Corée du Sud.	mafand	Senegalese News (MAFAND)
wo-ar-0870	muy lu war a mën a jàlle ci doole, walla lu ñu mën a teggi ag fayam.	ويمكن أن ينجح ذلك بالقوة أو ما هو معفى منه.	Sous ce rapport, il est évident qu’il n’appartient pas au Ministre des Finances et du Budget, ni même au Président de la République, de dire par un acte réglementaire ce qui est imposable ou ce qui est exonéré.	mafand	Senegalese News (MAFAND)
wo-ar-0709	Daray Ljunberg feeñu fi wala feeñagul ci ndoorteem.	لم يظهر تأثير ليونغبرغ على الإطلاق، أو على الأقل ليس في بدايته.	Il n’y a pas eu d’effet Ljungberg du moins pour sa première.	mafand	Senegalese News (MAFAND)
wo-ar-0917	Lile cofeelu bëgg sa réew, du naaxsaay!	ولن يخب هذا الشوق إلى الوطن أبدا!	Cette ferveur populaire et militante ne cessera jamais !Tant que SONKO ne devient pas président, cet enthousiasme citoyen ne s’estompera pas !C’est notre argent !	mafand	Senegalese News (MAFAND)
wo-ar-0684	Njiitu réew mi fas na yéene tamit guduroŋ raŋ-raŋ bi dox Kéedugu ak lopitaal Amat Dãasoxo.	كما يخطط الرئيس أيضا إلى تزفيت الممر الذي يربط بين كيدوغو ومستشفى أَمَتْ دانسوخو.	Le Président compte également procéder au bitumage de la piste qui relie Kédougou à l’hôpital Amath Dansokho.	mafand	Senegalese News (MAFAND)
wo-ar-0865	Futbalkatu digg bu Bruges bi, Kerepee Jaata dugal na balu ñaareel bi cib àndandoo bu rafet, lu tollook ñaar-fukki meetar (20),	سجل لاعب وسط بروج كريبين دياتا الهدف الثاني بتسديدة رائعة على بعد عشرين مترا (20)،	Le milieu de Bruges Krépin Diatta a marqué le deuxième but d’une magnifique reprise des 20 mètres, pour sanctionner une relance ratée des Tanzaniens sur un corner.	mafand	Senegalese News (MAFAND)
wo-ar-0461	ñuy jënd ropplaanu juróom-benn-fukki milyaar ngir kenn nit ak njabootam te waxtaanuñu ci ak askan wi wala sax Péncum Ndawi réew mi.	ثم نشتري طائرة من ستين مليارا لشخص واحد وعائلته دون إعلام الشعب أو الجمعية الوطنية.	des heures dans les arrets sans bus et on se permet d'acheter un avion de plus 60 milliards pour une seule personne et sa famille sans avertir le peuple ni l'assemblée nationale .	mafand	Senegalese News (MAFAND)
wo-ar-0295	Ab jàngalekat bu nekk ci daara ji ñu duppee Màbba Jaxu Ba ca Ñooro moo jam paaka benn ndongoom.	قام مدرس بمدرسة امابا جاخو با في انيورو بطعن أحد تلاميذه بسكين.	Un professeur du Lycée Maba Diakhou Bâ de Nioro a poignardé son élève avec un couteau.	mafand	Senegalese News (MAFAND)
wo-ar-0025	Ci kanamu àttekat bi, way-tuumaal bi wéddi na jëf ji, teg ko cig déggook wàll yi daje ci tabax beek luye béréb yi féete ci suufu béréb bi.	أمام القاضي، أنكر المدعى عليه التهم، مدعيا أن الطرفين اتفقا على تشييد وتأجير المخازن الموجودة في الطابق الأرضي من المبنى.	Devant le juge, le prévenu a nié les faits, prétextant que c’est d‘un commun accord que les parties se sont convenues de la construction et d’une mise en location des magasins se trouvant au rez-de-chaussée de l'immeuble.	mafand	Senegalese News (MAFAND)
wo-ar-0110	ab jàngalekat ci daara yu digg-dóomu yi, dund na wàññikug juróom-benn-fukki junni ak benn ak ñeenti téeméer ak ñaar-fukk (61 420) ci Seefaa payoor gu waroon a nekk ñeenti téeméer ak fanweer ak juróom-ñetti junni (438 000) ci Seefaa ….	وتعرض معلم في المرحلة الاعدادية لخصم مبلغ واحد وستين ألفا، وأربعامئة وعشرين (61.420) سيفا من راتبه المقدر بأربعامئة وثمانية وثلاثين ألف (438.000) سيفا ...	Un professeur d’enseignement moyen subit une retenue de 61 420 francs sur un salaire imposable de 438 000 francs …	mafand	Senegalese News (MAFAND)
wo-ar-1186	Ndam li, lu ànd ak yëg-yëg la.	إنه فوز مثير.	C’est sensationnel comme victoire, je ne pourrais pas être plus heureux.	mafand	Senegalese News (MAFAND)
wo-ar-0136	su ñu sukkandikoo ci mindum CAF ak kurélu réew mi yor futbal bi, dinañu fay lu toll ci téeméeri junniy dolaar (100 000).	إذا استندنا إلى نصوص CAF والاتحاد الوطني لكرة القدم سيدفعون ما يقدر بمائة ألف دولار (100,000).	La Guinée est également suspendue des éditions 2019 et 2021 de la CAN U17 en vertu des textes de la CAF et la fédération nationale de football sanctionnée d’une amende de 100 000 dollars.	mafand	Senegalese News (MAFAND)
wo-ar-0808	Su fekkee palaas yi am mbaar la, dinañu fa jaay junni ak ñeenti-téeméeri këyit yiy jàppandal dugg gi njëg li junni la.	سيتم بيع ألف وأربعامئة تذكرة بسعر 5000 في المدرج المغطى.	Du côté de la tribune couvertes, 1400 billets seront mis en vente à 5000 F Cfa, 2400 en découverte à 3000 F Cfa et au virage 2000 places à 2000 F Cfa seront réservées.	mafand	Senegalese News (MAFAND)
wo-ar-0143	Njombe yu teglantoo yii waraloon nañu ag jubbanti jëm ci koppar yiy dugg ci juuti yeek béréb yi ko yellool,	وقد أدت هذه المخالفات المتكررة إلى إعادة تقويم الضرائب والإدارات المعنية	Ces infractions répétitives avaient occasionné des redressements fiscaux des services compétents qui, à la date du 23 mai 2016, s’élevaient à un montant de six milliards cinq cent quatre vingt neuf millions sept cent huit mille neuf cent soixante quatorze (6 589 708 974) francs CFA décomposé ainsi :Nature d’impôt / Montants.	mafand	Senegalese News (MAFAND)
wo-ar-1009	Su ñu booloo takku ngir génne seen gaa yi léegi léegi, fekksi askan wu sonn ci ay ñaxtoom, boo moytuwul, dina nekk musiba ci Maki ak nguuram gi.	إذا احتشدوا جميعا من أجل الإفراج الفوري عن رفاقهم، وانضموا إلى الشعب المتعب في مظاهراته، فقد يؤدي ذلك إلى كارثة لماكي وحكومته.	S’ils sonnent la mobilisation en faveur de la libération immédiate de leurs Camarades, la jonction avec les revendications sociales de ce peuple endolori risque de devenir un coup de tonnerre politique pour Macky et son régime.	mafand	Senegalese News (MAFAND)
wo-ar-0631	Ci matuwaay boobu la jëwriñu koom-koom ji ak koppar yi sukkandiku jël dogal limat fukki junni ak ñaar ak juróom-ñeenti téeméer ak fukk ak ñeent (n°012914 MEF/DGID) bu fan-weeri fan ak benn ci weeru sulet ci atum 2013 te mu soxal lempo bi ñuy dagg ci payoor yi, te tënk ko ci sàrt bu njëkk ba, mu koy takk ci lu tollu ci fukk.	وبناء على هذا الحكم؛ أصدر وزير الاقتصاد والمالية قرار رقم اثني عشر ألفا وتسعمائة وأربعة عشر (n°012914 MEF/DGID) بتاريخ الواحد والثلاثين من شهر يوليو 2013 بشأن الضرائب المفروضة على الأجور المحددة في المادة الأولى، ويضبطها بمعدل قدره عشرة.	C’est en conséquence de cette disposition que le Ministre de l’Economie et Finances a pris l’arrêté n°012914 MEF/DGID du 31 juillet 2013 portant évaluation des avantages en nature compris dans la base de l’impôt sur le revenu pour, en son article 1er, fixer forfaitairement le montant à 10.	mafand	Senegalese News (MAFAND)
wo-ar-0905	Xanaa leeral ne lëlu waxtaanu Sutsas bi ci saytug Unsas la ame, lañu dawal ci yéglekaay bi, L’As.	"تجدر الإشارة إلى أن مؤتمر سوتساس تم عقده تحت إشراف أونساس، كما ورد في صحيفة ""لاس""."	A souligner que le congrès du Sutsas a été supervisé par l'Unsas, lit-on dans L'As.	mafand	Senegalese News (MAFAND)
wo-ar-0950	Macron bañ na nangul Watara dëgër boppam gi mu nekke ci xareb ñoñ bi mën a juddu,	يرفض ماكرون تأييد عناد واتارا في احتمال نشوب حرب أهلية،	Macron refuse de cautionner l’entêtement de Ouattara face au risque de guerre civile et se basant sur des pronostics plus proches de la réalité prédit plutôt un deuxième tour entre Bédié et Soro.	mafand	Senegalese News (MAFAND)
wo-ar-1197	waxtaan wi dina tax ñu def ab jàngat buy séentu ëllëg ak tamit joxe ay saafara ngir am dundug bennoo gi gën.	فإن هذا المنتدى سيمكن من إجراء دراسة تستشرف المستقبل وتقترح حلولا للعيش معا بشكل أفضل.	Selon le président du comité de pilotage, l’ancien Gouverneur Léopold Wade, ce forum permettra de faire une analyse prospective et de proposer des solutions pour un meilleur vivre ensemble.	mafand	Senegalese News (MAFAND)
wo-ar-0619	Teniskat bu jigéen bii di Nawomi Osaka, ci tàggatam ca Rolaŋ-Garos, ci digganteem ak Aseigh Barti, bésu juróom-benni fan ci weeru mee atum 2021 ca Pari.	لاعبة التنس نعومي أوساكا خلال حصة تدريبية في رولان غاروس ضد آشلي بارتي في السادس من شهر مايو 2021 في باريس.	La joueuse Naomi Osaka durant un entraînement à Roland-Garros, face à l'Australienne Ashleigh Barty, le 6 mai 2021 à Paris.	mafand	Senegalese News (MAFAND)
wo-ar-1263	Dinañu dem ca daloob yoonu Kafirin – Ngànda ba, dem Tàmbaa,	سنذهب إلى افتتاح طريق كافرين - انغاندا، وتامبا،	Nous irons à l'inauguration de la route Kaffrine - Nganda, puis Tamba, et après nous irons voir un peu ce qui se passe à Kédougou où le président va inaugurer le centre hospitalier régional Amath Dansokho.	mafand	Senegalese News (MAFAND)
wo-ar-0760	Leer na, dafa jaawale péncum ndawi réew moomu ak mu Senegaal.	من الواضح أنه خلط بين برلمان تلك الدولة وبرلمان السنغال.	sûrement il a confondu ce parlement avec celui du Senegal.	mafand	Senegalese News (MAFAND)
wo-ar-0199	Laata nawetu 2020-2021, ñi ci seen xam-xam màcc ci wall wi dañu fësal ne taw yi daañu bari ci Senegaal te daañu wasaroo bu baax ci gox yi ak ci waxtu wi.	قبل الموسم الزراعي 2020-2021، أعلنت الهيئات المتخصصة عن هطول أمطار كثير في السنغال، موزعة بشكل جيد زمانيا ومكانيا.	Avant la campagne agricole 2020-2021, les organismes spécialisés annonçaient pour le Sénégal une bonne pluviométrie, bien répartie dans le temps et dans l'espace.	mafand	Senegalese News (MAFAND)
wo-ar-0559	Li mu defalul daarayi, nag, moo tax amul màqaama wax ci ñoom.	ولأنه لم يفعل أي شيء للكتاتيب، فهو ليس في وضع يسمح له بالتحدث عنها.		MasakhaNER	Senegalese News (MasakhaNER)
wo-ar-0851	Ba mu demee seeti réewum Farãas, sunu njiitu réewum Senegaal lu nu fonk li, yox-yoxiwul ci ŋàññ doxalin wu jagul wi ADO nekke.	لم يتردد رئيسنا السنغالي العزيز في التنديد بالسلوك غير المسؤول لADO خلال زيارته لفرنسا.	Lors de sa visite en France, notre cher président sénégalais n’a pas hésité à dénoncer le comportement irresponsable d’ADO qui constitue désormais une menace pour la sous-région.	mafand	Senegalese News (MAFAND)
wo-ar-0646	Njëkk a bind say farandoo ci këyiti wote yi, yore limu ñiy wote laata nga jaxase kàrta gi wala ngay yéexal mbindu mi.	تسجيل نشطائكم أولا في القوائم الانتخابية، وحمل قائمة المصوتين قبل عرقلة النظام أو إبطاء وتيرة التسجيل.	Inscrire ses militants en premier sur le fichier électoral avant d’obstruer le système et ralentir le rythme d’inscription ;3.	mafand	Senegalese News (MAFAND)
wo-ar-0942	Waxoon na ne, yor na firndeb moomeel yu teguwul ci yoon yi Maki ame.	وقد قال إن لديه دليلا على أصول غير قانونية لماكي.	Il disait détenir les preuves du patrimoine illégalement acquis de Macky sall.	mafand	Senegalese News (MAFAND)
wo-ar-0445	Nu ngeen mën a def ba fay lu ëpp juróom-benni milyaar ci ay ndàmpaay SOFIKO ci atum 2015 te waajaluleen ko woon ci koppar yi réew miy jëfandikoo ci at mi.	كيف تمكنتم من دفع أكثر من ستة مليارات كتعويضات لسوفيكو في عام 2015م ولم تجهزوا لها من الأموال التي ستنفقها الدولة هذا العام؟	Comment avez-vous pu payer plus de 6 milliards d’indemnités à la SOFICO en 2015 alors qu’aucune inscription budgétaire n’était prévue à cet effet ?	mafand	Senegalese News (MAFAND)
wo-ar-0542	Looy wax ci réewi Afirig yi jox seen lépp Farãas te bàyyeeku bañ a jéem dara ?	ماذا يمكن أن تقول عن الدول الأفريقية التي فوضت كل شيء لفرنسا، واستسلمت ولم تحاول فعل أي شيء؟	Que dire des pays africains qui ont tout délégué à la Franceet se laissent aller facilement à l’indolence ?	mafand	Senegalese News (MAFAND)
wo-ar-0280	Te wax ne mbir mi tege na ciw yoon ngir dalal seen xel, loolu ay nar la.	وسيكون من الكذب القول بأن الأمر قانوني لاطمئنان بالهم.	Et ce serait mentir que de dire que la manière dont le dossier est géré est de nature à nous rassurer.	mafand	Senegalese News (MAFAND)
wo-ar-1193	Mee atum 2018 laa dem,	غادرت في مايو 2018؛		MasakhaNER	Senegalese News (MasakhaNER)
wo-ar-0994	Ñaar-fukk ak ñetti (23) poñ ku nekk, waaye bali bit yi, moo leen wuutale, dañoo jeng jëm ci foxes yi.	ثلاث وعشرون نقطة لكل منهما ولكن فارق الأهداف يصب في صالح الثعالب.	23 points pour chacun mais la différence de buts est largement favorable aux foxes.	mafand	Senegalese News (MAFAND)
wo-ar-0708	Ñépp tee woon nañu ci waxtuw ndékki li ci talaata jii ca otel bu Rhino Resort, nekk fa nga xam ne foofu la ñu war a tàmbalee seenug tàggatu ngir waaj seen dajeek Madacascar gaawu ak Mali talaata ja ca topp.	حضر الجميع وقت تناول الفطور يوم الثلاثاء في فندق رينو رسورت حيث أقاموا لبدأ تحضيراتهم استعدادا لمواجهتي مدغشقر يوم السبت، ثم مالي يوم الثلاثاء التالي.	Le groupe était presque au complet à l’heure du déjeuner ce mardi à l’hôtel Rhino Resort, où l’équipe nationale a installé son camp de base, pour débuter sa préparation, en prévision des matches contre le Madagascar, samedi, puis le Mali, le mardi suivant.	mafand	Senegalese News (MAFAND)
wo-ar-1170	te mu ngi wéy di am lu muy jur ci yeneen bérébi liggéeyukaay yi.	وتستمر في تحقيق مكاسب في أماكن عمل أخرى.	Selon les données dont dispose Afrique Confidentielle, le FSD a pu réaliser une rentabilité des capitaux propres (ROE) de 33% pour son premier exercice et continue d’avancer sur plusieurs chantiers.	mafand	Senegalese News (MAFAND)
